tweet_id,in_reply_to_status_id,in_reply_to_user_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,name,doggo,floofer,pupper,puppo,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,rating,stage,date,time
890006608113172480,nan,nan,http://twitter.com/download/iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,nan,nan,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,None,None,None,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,7624,31166,13/10,None ,2017-07-26,00:31:25 
889880896479866881,nan,nan,http://twitter.com/download/iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,nan,nan,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,None,None,None,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French bulldog,0.377417,True,Labrador retriever,0.151317,True,muzzle,0.0829811,False,5156,28268,13/10,None ,2017-07-25,16:11:53 
889665388333682689,nan,nan,http://twitter.com/download/iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,nan,nan,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,None,None,None,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,8538,38818,13/10,puppo,2017-07-25,01:55:32 
889638837579907072,nan,nan,http://twitter.com/download/iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,nan,nan,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,None,None,None,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True,4735,27672,12/10,None ,2017-07-25,00:10:02 
889531135344209921,nan,nan,http://twitter.com/download/iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,nan,nan,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,None,None,None,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden retriever,0.953442,True,Labrador retriever,0.0138341,True,redbone,0.00795775,True,2321,15359,13/10,puppo,2017-07-24,17:02:04 
889278841981685760,nan,nan,http://twitter.com/download/iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,nan,nan,,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,5637,25652,13/10,None ,2017-07-24,00:19:32 
888917238123831296,nan,nan,http://twitter.com/download/iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,nan,nan,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,None,None,None,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True,4709,29611,12/10,None ,2017-07-23,00:22:39 
888804989199671297,nan,nan,http://twitter.com/download/iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,nan,nan,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,None,None,None,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True,4559,26080,13/10,None ,2017-07-22,16:56:37 
888554962724278272,nan,nan,http://twitter.com/download/iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,nan,nan,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,None,None,None,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,malamute,0.111411,True,3732,20290,13/10,None ,2017-07-22,00:23:06 
888078434458587136,nan,nan,http://twitter.com/download/iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,nan,nan,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,None,None,None,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,3653,22201,12/10,None ,2017-07-20,16:49:33 
887705289381826560,nan,nan,http://twitter.com/download/iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,nan,nan,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,None,None,None,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,5609,30779,13/10,None ,2017-07-19,16:06:48 
887517139158093824,nan,nan,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,nan,nan,,https://twitter.com/dog_rates/status/887517139158093824/video/1,none,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False,12082,46959,14/10,None ,2017-07-19,03:39:09 
887473957103951883,nan,nan,http://twitter.com/download/iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,nan,nan,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,None,None,None,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,18781,69871,13/10,None ,2017-07-19,00:47:34 
887343217045368832,nan,nan,http://twitter.com/download/iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,nan,nan,,https://twitter.com/dog_rates/status/887343217045368832/video/1,None,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.330741,True,sea lion,0.275645,False,Weimaraner,0.134203,True,10737,34222,13/10,None ,2017-07-18,16:08:03 
887101392804085760,nan,nan,http://twitter.com/download/iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,nan,nan,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,None,None,None,None,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True,6167,31061,12/10,None ,2017-07-18,00:07:08 
886983233522544640,nan,nan,http://twitter.com/download/iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,nan,nan,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,None,None,None,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,8084,35859,13/10,None ,2017-07-17,16:17:36 
886736880519319552,nan,nan,http://twitter.com/download/iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",nan,nan,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,None,None,None,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True,3443,12306,13/10,None ,2017-07-16,23:58:41 
886680336477933568,nan,nan,http://twitter.com/download/iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,nan,nan,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,None,None,None,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441727,False,4610,22798,13/10,None ,2017-07-16,20:14:00 
886366144734445568,nan,nan,http://twitter.com/download/iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,nan,nan,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,None,None,pupper,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True,3316,21524,12/10,pupper,2017-07-15,23:25:31 
886267009285017600,8.862663570751283e+17,2281181600.0,http://twitter.com/download/iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,nan,nan,,,None,None,None,None,None,,0,,,,,,,,,,4,117,12/10,None ,2017-07-15,16:51:35 
886258384151887873,nan,nan,http://twitter.com/download/iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,nan,nan,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,None,None,None,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower cap,0.0252856,False,Siamese cat,0.00284892,False,6523,28469,13/10,None ,2017-07-15,16:17:19 
885984800019947520,nan,nan,http://twitter.com/download/iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,nan,nan,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,None,None,None,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese mountain dog,0.00623915,True,7097,33382,12/10,None ,2017-07-14,22:10:11 
885528943205470208,nan,nan,http://twitter.com/download/iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,nan,nan,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,None,None,None,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador retriever,0.265835,True,kuvasz,0.134697,True,6683,36689,13/10,None ,2017-07-13,15:58:47 
885518971528720385,nan,nan,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,nan,nan,,https://twitter.com/4bonds2carbon/status/885517367337512960,None,None,None,None,None,,0,,,,,,,,,,3899,20788,14/10,None ,2017-07-13,15:19:09 
885167619883638784,nan,nan,http://twitter.com/download/iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,nan,nan,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",None,None,None,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True,4556,22367,13/10,None ,2017-07-12,16:03:00 
884925521741709313,nan,nan,http://twitter.com/download/iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",nan,nan,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,None,None,None,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.259916,True,American Staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True,16439,68152,12/10,None ,2017-07-12,00:01:00 
884876753390489601,nan,nan,http://twitter.com/download/iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,nan,nan,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,None,None,None,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True,6096,28514,13/10,None ,2017-07-11,20:47:12 
884562892145688576,nan,nan,http://twitter.com/download/iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,nan,nan,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,None,None,None,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,5100,24765,13/10,None ,2017-07-11,00:00:02 
884441805382717440,nan,nan,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",nan,nan,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,None,None,None,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,5856,27478,14/10,None ,2017-07-10,15:58:53 
884247878851493888,nan,nan,http://twitter.com/download/iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,nan,nan,,https://twitter.com/kaijohnson_19/status/883965650754039809,None,None,None,None,None,,0,,,,,,,,,,21298,74423,13/10,None ,2017-07-10,03:08:17 
884162670584377345,nan,nan,http://twitter.com/download/iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,nan,nan,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,None,None,None,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707046,True,malinois,0.199396,True,Norwegian elkhound,0.0491476,True,3128,20771,12/10,doggo,2017-07-09,21:29:42 
883838122936631299,nan,nan,http://twitter.com/download/iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,nan,nan,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,None,None,None,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,3586,22349,12/10,None ,2017-07-09,00:00:04 
883482846933004288,nan,nan,http://twitter.com/download/iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",nan,nan,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,None,None,None,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden retriever,0.943082,True,Labrador retriever,0.032409,True,kuvasz,0.00550072,True,10407,46860,5/10,None ,2017-07-08,00:28:19 
883360690899218434,nan,nan,http://twitter.com/download/iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,nan,nan,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,None,floofer,None,None,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True,3825,22986,13/10,floofer,2017-07-07,16:22:55 
883117836046086144,nan,nan,http://twitter.com/download/iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",nan,nan,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",None,None,None,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,kuvasz,0.00247094,True,6949,37914,13/10,None ,2017-07-07,00:17:54 
882992080364220416,nan,nan,http://twitter.com/download/iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,nan,nan,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,None,None,None,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,dingo,0.07341439999999999,False,4122,24445,13/10,None ,2017-07-06,15:58:11 
882762694511734784,nan,nan,http://twitter.com/download/iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,nan,nan,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,None,None,pupper,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85005,True,Chesapeake Bay retriever,0.074257,True,flat-coated retriever,0.015579399999999997,True,5134,28903,12/10,pupper,2017-07-06,00:46:41 
882627270321602560,nan,nan,http://twitter.com/download/iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,nan,nan,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,None,None,None,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,6342,28382,13/10,None ,2017-07-05,15:48:34 
882268110199369728,nan,nan,http://twitter.com/download/iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,nan,nan,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,None,None,None,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden retriever,0.762211,True,Labrador retriever,0.0989849,True,cocker spaniel,0.0171995,True,12118,45880,13/10,None ,2017-07-04,16:01:23 
882045870035918850,nan,nan,http://twitter.com/download/iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",nan,nan,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,None,None,None,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,5203,29900,13/10,None ,2017-07-04,01:18:17 
881906580714921986,nan,nan,http://twitter.com/download/iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,nan,nan,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,None,None,None,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake Bay retriever,0.278966,True,koala,0.12701700000000002,False,3533,24773,12/10,None ,2017-07-03,16:04:48 
881666595344535552,nan,nan,http://twitter.com/download/iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,nan,nan,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,None,None,None,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,golden retriever,0.16073900000000002,True,11099,51522,13/10,None ,2017-07-03,00:11:11 
881633300179243008,8.816070373140521e+17,47384430.0,http://twitter.com/download/iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,nan,nan,,,None,None,None,None,None,,0,,,,,,,,,,7,129,17/10,None ,2017-07-02,21:58:53 
